,Label,hsa-let-7a-1,hsa-let-7a-2,hsa-let-7a-3,hsa-let-7b,hsa-let-7c,hsa-let-7d,hsa-let-7e,hsa-let-7f-1,hsa-let-7f-2,hsa-let-7g,hsa-let-7i,hsa-mir-100,hsa-mir-101-1,hsa-mir-101-2,hsa-mir-103-1,hsa-mir-103-2,hsa-mir-106a,hsa-mir-106b,hsa-mir-107,hsa-mir-10a,hsa-mir-10b,hsa-mir-125a,hsa-mir-125b-1,hsa-mir-126,hsa-mir-127,hsa-mir-128-1,hsa-mir-128-2,hsa-mir-1287,hsa-mir-1301,hsa-mir-1307,hsa-mir-130a,hsa-mir-130b,hsa-mir-132,hsa-mir-134,hsa-mir-139,hsa-mir-140,hsa-mir-141,hsa-mir-142,hsa-mir-143,hsa-mir-144,hsa-mir-145,hsa-mir-146a,hsa-mir-146b,hsa-mir-148a,hsa-mir-148b,hsa-mir-149,hsa-mir-150,hsa-mir-151,hsa-mir-152,hsa-mir-155,hsa-mir-15a,hsa-mir-15b,hsa-mir-16-1,hsa-mir-16-2,hsa-mir-17,hsa-mir-181a-1,hsa-mir-181a-2,hsa-mir-181b-1,hsa-mir-181c,hsa-mir-181d,hsa-mir-182,hsa-mir-183,hsa-mir-185,hsa-mir-186,hsa-mir-191,hsa-mir-192,hsa-mir-193a,hsa-mir-193b,hsa-mir-194-1,hsa-mir-194-2,hsa-mir-195,hsa-mir-196a-1,hsa-mir-196b,hsa-mir-197,hsa-mir-199a-1,hsa-mir-199a-2,hsa-mir-199b,hsa-mir-19b-2,hsa-mir-200a,hsa-mir-200b,hsa-mir-200c,hsa-mir-203,hsa-mir-205,hsa-mir-20a,hsa-mir-21,hsa-mir-210,hsa-mir-214,hsa-mir-218-2,hsa-mir-22,hsa-mir-221,hsa-mir-222,hsa-mir-223,hsa-mir-2355,hsa-mir-23a,hsa-mir-23b,hsa-mir-24-1,hsa-mir-24-2,hsa-mir-25,hsa-mir-26a-2,hsa-mir-26b,hsa-mir-27a,hsa-mir-27b,hsa-mir-28,hsa-mir-29a,hsa-mir-29b-1,hsa-mir-29b-2,hsa-mir-29c,hsa-mir-3065,hsa-mir-3074,hsa-mir-30a,hsa-mir-30b,hsa-mir-30c-2,hsa-mir-30d,hsa-mir-30e,hsa-mir-32,hsa-mir-320a,hsa-mir-324,hsa-mir-328,hsa-mir-330,hsa-mir-331,hsa-mir-337,hsa-mir-338,hsa-mir-339,hsa-mir-340,hsa-mir-342,hsa-mir-345,hsa-mir-34a,hsa-mir-3607,hsa-mir-361,hsa-mir-3613,hsa-mir-3647,hsa-mir-365-1,hsa-mir-365-2,hsa-mir-3653,hsa-mir-374a,hsa-mir-374b,hsa-mir-375,hsa-mir-378,hsa-mir-379,hsa-mir-381,hsa-mir-409,hsa-mir-423,hsa-mir-424,hsa-mir-425,hsa-mir-429,hsa-mir-451,hsa-mir-452,hsa-mir-454,hsa-mir-455,hsa-mir-484,hsa-mir-486,hsa-mir-497,hsa-mir-500a,hsa-mir-501,hsa-mir-505,hsa-mir-532,hsa-mir-539,hsa-mir-542,hsa-mir-574,hsa-mir-576,hsa-mir-582,hsa-mir-584,hsa-mir-589,hsa-mir-590,hsa-mir-625,hsa-mir-628,hsa-mir-629,hsa-mir-660,hsa-mir-664,hsa-mir-7-1,hsa-mir-708,hsa-mir-744,hsa-mir-769,hsa-mir-874,hsa-mir-9-1,hsa-mir-9-2,hsa-mir-92a-1,hsa-mir-92a-2,hsa-mir-92b,hsa-mir-93,hsa-mir-96,hsa-mir-98,hsa-mir-99a,hsa-mir-99b
A124,Basal,12.3358437,13.32817657,12.32824978,13.46364862,10.79872714,9.876484905,10.70801108,4.553755535,13.49111301,9.721006402,9.153337825,7.897952794,12.96286356,4.106296558,14.19933392,3.919883434,6.513113551,11.14371872,6.09532544,11.82656673,14.17250809,9.54873746,7.415049264,11.9640891,7.772708873,7.15465958,6.496530667,7.27622156,5.720113922,10.46757577,7.226809366,4.843262152,6.221773776,7.557757466,3.919883434,8.591332993,12.01954865,11.2495638,15.55624242,6.71295413,9.303885589,9.972545169,10.72679411,17.4454844,7.15465958,2.23182744,8.729013981,11.67407982,8.78470997,8.689436323,7.483967205,9.088425881,10.59474535,5.084270252,10.6816639,11.1596054,11.24522766,9.638386786,7.604934259,5.856318305,14.83212755,13.79825152,6.561748326,9.088425881,9.997804121,7.75190041,9.895583188,5.830086764,5.43694187,5.980765676,4.191185456,10.09738889,6.888450926,8.890038923,9.318111127,10.28167599,10.79872714,7.716538467,10.83545379,10.30923662,15.02739365,14.4700663,11.03380518,9.137381588,17.941716,10.89676848,1.383830534,3.816789941,14.67957077,6.545718216,5.956720202,6.338026844,4.676612283,12.62545624,9.382702988,2.968793035,10.47394295,14.34205697,10.05696291,8.167810947,10.36739423,8.321645703,14.09923489,11.15631007,6.888450926,7.056255876,8.599120839,2.521334058,4.106296558,16.100875,7.935346551,9.984486842,12.97843506,13.99379414,5.401752442,8.908959785,5.504845935,5.569697079,4.734327781,5.170426896,2.762342157,6.783001628,5.776147957,5.956720202,7.483967205,6.938419385,5.856318305,6.926088584,8.278648297,4.191185456,2.968793035,5.170426896,5.127991629,3.309829952,10.05696291,6.319290282,12.69546534,8.912089277,7.872474074,3.309829952,3.919883434,8.395057789,8.064717455,8.921437225,7.620323152,7.475530368,7.806736276,4.676612283,10.00514983,8.307455145,6.073129694,3.919883434,8.746651059,6.300307178,6.91365148,10.64074683,1.383830534,8.434767499,5.691259059,4.843262152,9.389455083,8.511051084,6.950645688,4.553755535,6.849804998,5.90739249,6.823453671,5.32868898,4.419454444,5.401752442,5.748402966,6.004416944,4.843262152,3.309829952,10.41007731,10.41449767,10.0153714,13.77136325,5.803369425,13.76974685,5.211649558,7.078710727,8.936883787,15.43492049
A1B6,Basal,13.28357931,14.28689706,13.30095873,14.58647043,12.12422842,9.787329875,9.885359924,6.285479628,14.36214322,11.70689078,10.99813079,12.26005111,14.86923313,6.809178833,13.39242478,4.900640384,5.477335269,9.848974239,6.804780369,13.28826387,16.31978496,10.10920223,11.2054643,13.28974005,10.08265158,6.418096066,6.139427244,5.720892301,4.391943778,9.886401018,8.954744629,6.496553185,5.338172522,9.185408312,5.77585876,11.28261586,10.5600757,14.74861045,16.49058306,5.011671697,11.70939316,10.78048616,10.56885678,15.79366882,7.870442128,5.82880764,14.43485988,10.52941398,7.970047953,12.39893685,7.94628305,8.858289709,11.68835642,5.27597776,10.112765,10.54992736,9.571286518,8.479406619,6.132423856,3.639253832,13.33032808,12.20926545,6.329012522,9.790670093,10.99547966,8.934755462,7.495188934,7.219267116,6.096887699,6.227506402,8.451541049,7.087865187,9.05629711,8.314389188,11.29109189,12.13991839,12.6236918,8.79649693,7.5302468,6.986647673,12.13609393,11.44440138,12.86652359,8.383857313,17.49609902,8.724971829,6.200973332,5.811373046,15.49935757,8.842283312,8.335887968,9.019759374,5.748637291,11.01987797,9.081061079,4.917034823,11.59750858,12.77919058,13.36140635,11.75883457,10.84482952,9.684545987,12.35815025,14.9639353,10.72132995,10.71078966,13.35418148,4.568370345,3.858820209,15.3479539,10.63135797,10.26381146,12.22148605,15.37435193,7.399255983,10.33455364,6.42956885,5.288633061,6.253560294,5.793725181,3.121854615,7.645416571,7.475952715,5.9452843,11.78893136,5.992461093,7.6818502,8.647260271,9.256381601,4.965129111,6.661317567,4.900640384,5.11476519,7.06229777,9.966852614,7.076963157,11.28853462,8.33130798,9.068273574,4.609300609,5.250329173,8.306632744,9.671318434,9.718848202,5.11476519,7.74749184,6.030629855,5.156788405,8.068732228,7.345761677,5.594087515,6.247090798,7.981785198,6.474568835,6.285479628,9.741463258,3.38016661,7.357821893,6.631823626,4.52624487,7.535565498,5.338172522,5.594087515,6.764578835,7.838522795,6.310516179,6.601714115,6.713871873,5.720892301,6.316708012,7.561868779,4.243845139,5.210980505,6.08242447,12.36301996,12.39079789,8.53224361,13.04360806,6.167105696,11.36147654,4.917034823,6.446608754,10.81616129,14.5047223
A1AZ,Basal,12.25452692,13.25343895,12.30153566,13.49853757,12.313044,8.513570992,9.765765698,4.029027984,11.51127169,7.855966467,9.086306201,13.36205413,13.90749948,6.878904436,15.27132721,4.994770602,4.080192745,10.56583275,7.691307533,13.29460495,15.05599329,10.06113838,10.51862239,10.80102985,10.55411765,8.224477925,7.992435334,6.512407247,4.4964864,12.67203758,7.212775319,5.765472656,7.309212494,8.815963977,5.717802183,10.07318534,11.71918989,12.10242521,14.81397872,5.59300546,9.512989237,7.64957205,11.90665265,14.93346698,7.22191718,3.477528242,12.10354625,11.38642119,7.944227862,9.573385702,7.724652026,6.961727766,8.758225377,3.191410223,11.20721192,11.89196181,9.831818444,9.662954337,6.61659228,4.458317638,14.96305677,14.80136638,6.23156735,8.976150595,8.778116865,8.653166895,9.472390477,6.543731358,6.157268968,6.355116702,5.087713327,7.53596386,7.15905485,9.685846481,11.30568992,12.03063433,12.3255881,6.939732942,10.02715504,9.071526937,14.61384467,14.21018024,11.05918715,10.06701591,18.03863147,8.372923199,5.072632754,6.187915603,16.76526429,8.117715784,6.251792378,7.647877254,4.912465299,11.21266784,8.439092776,1.748175832,10.11794535,13.60971853,10.8414428,7.803648559,9.356025241,8.101709616,11.9333773,12.30079438,7.577509124,7.73506575,10.22184598,4.328913747,3.986748181,14.65877583,7.549643119,8.978849429,13.17052651,13.71378926,4.419111556,9.288558823,7.033578051,5.464107727,5.560944251,5.292496349,5.026421488,9.078149156,5.198374171,5.015948157,8.02870243,4.223624848,7.250117746,3.932094106,9.308810349,1.748175832,2.683470143,4.96240973,5.026421488,1.643206273,9.504819934,6.073895506,14.3126471,8.68904319,9.994853935,6.319362954,5.585942067,7.5541742,7.029678873,8.107886868,7.083331086,6.896139425,8.124434529,2.94870882,8.791610904,6.540081274,5.96104548,4.250676173,8.859814877,7.061854494,6.353037891,10.63312286,3.62264495,8.059625409,6.056115589,5.356154986,5.198374171,5.179728418,5.796399779,5.015948157,7.675589943,2.29032525,8.403376996,6.694184294,4.646604849,4.929306289,6.614858271,6.876011813,5.759206869,4.889700408,11.48748272,11.49769246,10.12952904,14.72940197,5.607029337,14.46329113,4.738653058,5.919506285,10.88795155,15.96200352
A0YM,Basal,11.00278494,12.03410676,11.0505073,12.7206896,10.6585518,9.403256036,7.297295311,4.456677935,10.81530671,9.076785522,9.312626965,10.03364424,11.71252547,5.070786782,15.03127146,4.674858105,6.902664023,8.7712265,6.001839428,11.52956248,13.8068053,7.883627243,6.9967862,10.91911761,7.855988561,5.662147054,5.070786782,4.12737031,5.317701522,11.1178016,7.361604344,4.456677935,5.349762731,7.104062937,3.796164402,9.324776048,11.74490841,11.83897111,13.81911383,3.971251108,8.657351387,8.851796709,11.31592746,14.50794238,7.658951714,7.113431119,8.564775622,11.07408918,6.276596319,11.04684486,7.131986938,7.763809028,9.553635065,3.796164402,12.14332138,9.609324945,8.774182843,7.337823118,6.754857427,4.396556943,18.18702893,17.14505761,5.712332811,8.59518484,9.982158794,9.071988527,7.745849937,5.441880933,6.001839428,6.08037283,5.070786782,7.229985376,6.13658884,8.631501736,9.429745607,10.2099288,10.66970774,8.980239891,9.827098465,9.260874822,14.2685277,14.13195093,10.24231389,10.53501939,17.82534864,10.67604404,2.929430932,2.30139971,15.06787215,5.108754632,5.875391093,7.177358446,6.549327223,11.89470594,8.201717651,3.089895605,11.30982833,11.77399825,9.479498643,8.685889142,9.881572609,7.264032857,11.7129107,10.73185226,7.86155882,7.86155882,8.343805276,3.365530047,3.796164402,12.71973151,7.203911865,9.346787079,12.13213097,13.63002364,4.333821187,8.874013818,6.924117132,4.950492548,4.569888546,4.12737031,2.011893093,7.63313098,5.853195347,4.514393433,7.963501608,5.317701522,6.434425128,5.784482596,7.989173016,3.796164402,4.333821187,4.674858105,4.908057282,3.485824281,9.437225573,5.145748839,10.36993373,7.065969765,7.272420643,3.234285514,3.699949086,7.524962675,6.08037283,8.93075633,7.247109554,4.456677935,6.56306728,5.251359027,9.095815576,6.061136612,3.365530047,4.819248015,8.179589993,6.118092496,6.742834899,8.257709859,2.30139971,7.665335331,7.305492464,5.471324711,8.484019784,6.924117132,5.662147054,4.569888546,5.853195347,4.864335904,5.760831328,4.268232846,4.333821187,3.971251108,6.464019911,6.154851046,4.724611141,2.929430932,11.2510938,11.23991006,10.22621221,14.14956027,6.681171879,13.04493365,7.739813547,6.341813978,8.227830492,13.30581172
A04P,Basal,12.71800173,13.71812343,12.77542447,14.08033289,12.70446974,10.83984971,10.81942396,6.400852789,12.41202989,10.0629663,8.907153698,10.19287704,11.29496363,5.588637576,15.28537241,4.15454174,5.819121409,9.474165824,5.857340731,12.11405049,15.17388109,9.771755177,9.104771876,12.21247587,7.196142645,6.361504121,4.97499232,6.067558439,4.381312602,10.07416583,5.655235324,4.432842903,5.494770652,6.000832325,5.655235324,9.039783773,12.0879185,11.765331,12.35619645,5.229309509,10.97417731,8.198005389,10.01938644,16.16608871,8.137171289,3.243809079,8.943138604,11.13303923,6.571496443,9.597838017,7.40408391,8.496285293,10.43086417,4.327873343,10.6837646,10.82244594,9.735020835,8.606980156,6.594306326,5.314198406,16.50919557,15.66144011,6.177381717,9.958054596,10.62820432,8.421726871,7.840744221,6.833572566,5.759824226,6.115652727,4.666042079,9.411327582,6.784828232,10.00349757,10.11219953,10.75950892,11.06781313,8.183035656,11.11392716,10.83087398,14.7388846,13.31210369,9.585083262,8.976078278,17.73966161,10.36937753,4.666042079,4.828771579,15.89539002,6.794709743,5.565737173,7.055280109,5.258164372,12.15057944,9.666714821,4.622320702,11.0945585,13.06085668,10.01938644,9.896295573,9.060408785,8.688741128,11.83432128,11.0652642,7.338045148,7.527730851,8.133282621,4.530690226,5.542467394,16.58034353,9.370616782,11.70209264,13.67070278,14.01109971,3.809406254,8.171705532,6.115652727,4.327873343,2.68741573,4.272378231,2.847880402,7.55705493,5.588637576,6.162195313,8.274145157,6.944248797,7.111705543,3.729235906,8.29518118,3.885355108,0.921880984,6.293439846,6.236577509,1.407307811,9.39842469,5.876077294,14.39616998,8.888818963,6.000832325,3.457933884,3.729235906,7.527730851,4.97499232,9.244710481,9.112693352,6.69271003,8.007220653,3.354840391,10.07720521,7.038744741,2.68741573,4.828771579,10.08326484,8.065519294,7.454821272,11.10849048,3.554149199,5.394368755,7.338045148,6.083768666,7.990121845,5.286453416,5.611180144,6.348145738,7.127429895,5.368137214,5.948681043,6.464139033,5.676768486,4.828771579,6.500819697,5.107747529,5.611180144,4.327873343,8.167908964,8.242004582,9.153582183,12.48955191,4.530690226,13.66397985,6.54832012,6.703240697,9.447793244,15.60422823
A04T,Basal,12.95888578,13.916361,12.96854496,14.10146448,11.09370755,11.64776059,11.11781521,6.432381578,12.94339168,11.45260714,10.58881762,9.521996732,11.53888806,5.887145356,14.73817715,3.939612775,8.288088025,9.506427929,6.711196566,11.7552248,15.06020244,9.711950917,7.947320871,12.7236867,7.962614601,7.145720113,5.949881111,3.058257272,5.18536919,10.77069377,8.335850568,6.067717601,7.053503742,6.903086899,4.4827551,10.99984549,14.11614215,13.39722817,12.03689248,3.939612775,11.57747967,10.35384497,11.69201732,16.2856278,9.29716478,5.039148449,9.39247174,12.32467397,6.46138145,11.18401059,8.839616985,10.80220586,11.09602095,5.468541241,12.80883204,10.73328575,9.449670467,9.049928288,5.410242601,4.302182855,13.77769113,13.12753036,6.804683195,10.6059636,12.05632804,8.074772359,7.857453671,5.468541241,5.380185367,5.949881111,4.960076878,10.06476791,9.840307105,10.26514311,9.813847671,10.46272662,10.58963873,10.63489079,11.07330546,11.01886897,15.23556206,12.76879185,8.404654362,11.1376017,17.6740714,10.4636227,5.000154317,5.410242601,15.47039531,6.8924788,5.219720695,9.028287456,5.578514083,11.95610273,10.28656966,6.228182273,10.47433252,13.90205438,10.40605345,10.16402797,9.155735005,9.411171873,13.01924994,12.34110184,10.35963313,10.3026837,9.285049705,5.077116299,6.141246637,16.96102409,10.88145688,12.25366186,14.16247666,14.14051138,5.799014445,9.321093926,7.383976946,5.219720695,4.019783124,5.150179761,2.510769477,7.457788185,5.949881111,7.053503742,8.288088025,5.150179761,8.275896163,4.591689472,9.2397365,6.531428947,4.538250213,4.425039603,4.538250213,2.510769477,10.62851246,8.553481153,12.12448812,8.466754622,7.024648879,3.565217261,5.18536919,8.679152313,10.2402595,8.763071006,9.977120509,6.26154087,7.683773871,4.019783124,11.74383601,6.067717601,1.98025476,5.439686379,9.912961647,7.005086613,9.629710549,10.62451164,3.668310754,8.217597523,8.170079319,7.726209137,11.30193237,6.913617567,5.799014445,6.402786796,6.903086899,5.908361841,7.677608498,6.545039379,5.949881111,7.053503742,6.954988001,6.995205101,5.253273254,4.591689472,13.95765395,13.96423799,10.97868849,14.23360984,5.680694478,14.17695933,4.692972808,7.92667372,7.824350229,15.3408123
A0AT,Basal,13.0262067,14.03160538,13.06126531,13.7987163,9.926382559,10.50702063,11.01911576,4.521284083,13.43295348,9.153042949,9.405161577,11.55678211,13.62948291,5.735325135,15.27779829,4.587735733,5.031478816,10.04114533,7.06768491,12.11333837,13.4602102,10.05295434,8.92052424,10.48555201,9.0015405,7.566119731,7.170376922,7.082575243,5.800820412,12.00975992,6.325165141,6.019491963,8.102598807,6.849029505,4.399722103,11.68630948,11.7845019,12.04291757,14.78148292,3.526133483,10.00816311,8.985785142,10.04558504,14.99380399,7.469985602,4.826601215,10.29910669,11.79709506,8.36664741,9.454010852,7.798317036,10.12943621,8.76049283,4.677652369,11.68874447,11.52768337,9.659973909,9.148332744,8.697402652,6.797815839,14.29324589,13.94018017,7.615872767,8.315743711,10.01938449,8.888400952,9.330546071,6.730080873,6.457981501,6.577260289,4.660111788,7.820199076,7.689048553,8.916374587,10.50287539,11.28043812,11.65697178,8.025925875,11.74403427,11.07829967,13.98805922,14.25098493,5.038283994,10.52196702,18.38035637,11.57656652,4.729029729,5.304144444,16.8103142,8.424932666,6.493079202,10.00664585,6.740550404,13.46739777,9.870042038,3.425906035,11.70774436,13.15821379,10.48321604,8.408612413,11.49790847,9.692422964,12.11056637,12.23050137,8.955996544,8.935638327,9.98611514,5.938142018,5.038283994,15.09973302,7.753531372,9.772403825,13.10673985,13.95646675,5.370360044,7.380437117,7.416142666,6.593522724,4.587735733,6.144592896,3.466836299,7.798317036,6.349992246,4.754048189,7.185782247,5.513979283,6.565530996,4.146168751,9.357323809,3.583089368,3.774570513,5.130332203,5.192661336,2.573751503,10.45329497,7.242866645,12.79350149,10.4235526,8.5746295,5.111095984,4.677652369,8.423633819,7.452260298,7.932217184,9.130133142,5.949016656,5.908735751,3.38378056,10.21413731,5.991713583,4.356813512,4.559630395,6.371707727,4.32377325,7.392437422,8.574044228,2.189608012,8.230663846,7.630582726,3.958016654,6.734277807,6.656799054,7.236963025,5.897552012,7.825126318,3.619847918,8.33797687,5.091599808,4.57842799,6.308373157,6.864428664,6.560812448,5.484384501,5.2928069,11.62695454,11.62299895,10.63879164,14.68177098,7.3897793,13.82056149,5.216858046,7.13589479,8.247645611,15.25456481
A0AL,Basal,12.56410947,13.53477835,12.58618476,15.31904966,9.752609984,10.43328982,10.28298501,5.938885537,11.35740985,9.89596189,8.775131438,9.254415861,10.87234119,3.366634088,13.47288707,4.072902885,6.853416195,9.728808638,6.12993383,12.19635682,14.87367235,9.683808653,8.301100928,13.11473864,8.644227384,6.08449086,5.001349624,5.528097511,5.626501215,9.708357721,6.376094418,5.626501215,5.594440006,8.551248475,4.84662703,11.11976285,11.47433297,11.87296777,14.13216011,6.449623453,11.38226921,8.004402948,10.64764899,17.66702805,8.364259281,5.308531134,9.611561195,11.17364999,7.979793481,9.31960518,7.92927821,8.950013819,11.40092627,5.422487323,9.178051036,10.10525972,11.17771297,8.349927756,6.013524338,4.673295427,15.54032766,14.2469829,6.893493635,9.859330619,10.19351704,10.59798161,7.714896331,5.860173561,6.740758394,6.826065707,6.502410867,8.834668565,11.41361446,9.516381208,10.63588383,11.40034688,11.87338534,8.600506007,10.65446795,10.44344969,13.41397329,10.50833791,7.055344514,7.787591559,17.32052898,11.00173164,5.657865386,5.458556578,15.63857314,7.72233292,7.50672386,7.031595911,5.184795765,12.22346911,9.974353741,5.748063195,11.82843661,13.51243219,10.95909113,11.20782597,11.12187308,10.24347411,12.36737541,12.78504155,8.709293625,8.799944987,8.663671008,5.989071295,4.900066288,16.80091252,10.1334245,12.26193033,12.72175331,14.1815538,4.951596589,10.02934931,6.337875095,5.095986498,3.642268531,6.906609134,3.025597171,8.354720767,7.967329515,4.84662703,8.349927756,8.600506007,8.387833254,7.146612572,7.684760613,5.268453694,6.357111314,5.528097511,5.385493116,6.278577912,8.429319357,5.964196626,13.70278826,8.495917105,7.883578166,1.44063467,5.184795765,8.064150411,8.551248475,9.799066098,9.421345499,8.767962752,8.320830399,3.511023998,8.187484853,7.692353762,5.718619417,5.184795765,9.946049279,8.364259281,6.812193532,10.67856162,3.511023998,7.090250129,7.390169603,4.673295427,8.735255419,6.216738658,6.919606475,6.680948999,8.888544419,6.298615665,7.200855616,6.107391262,3.366634088,5.308531134,7.582230948,5.049443913,4.328159941,4.163100694,11.24315103,11.18916299,8.82087926,12.9945519,5.528097511,12.02352933,6.39483098,6.17398901,7.992150687,15.86155545
A0CE,Basal,13.21438424,14.19009607,13.22976575,15.49855478,12.20063346,10.17845102,10.34816463,5.502533626,11.7922935,9.462470456,10.0443046,13.37697972,12.74522604,5.330580943,13.7881956,2.727239913,6.878549236,10.3947609,6.375528349,12.60882453,15.46495852,9.529631999,9.607058762,12.21121068,9.154794516,5.872290246,5.46974369,5.366650197,4.581389046,10.94901291,7.702757228,5.713300722,6.915543443,8.683225058,5.821216061,9.187932078,12.16331076,11.58402454,14.27809767,6.927667003,10.81102606,5.897164914,10.55866897,15.5304862,8.277098613,4.641510039,8.305249653,11.13956548,7.608000777,8.988249889,6.747899383,8.158657155,9.82365099,4.957537532,11.53731714,10.86008563,10.00622539,9.154794516,7.850167435,5.872290246,15.73444242,14.23400521,6.245968715,8.718543714,10.11757425,8.359955545,7.894078934,6.186671531,6.410504487,6.226472539,5.46974369,9.435129935,8.189191523,8.959014947,10.25381439,11.13891385,11.53879986,8.711548815,10.31739508,9.719415696,14.52362277,13.93655268,12.54778711,9.850963404,17.87490044,10.31046736,4.641510039,5.502533626,16.14911256,5.9693147,4.641510039,8.337412976,3.88478119,12.33954137,9.2276988,3.88478119,10.74576111,13.97256407,10.34025014,8.718543714,10.54299267,8.796638038,11.94808328,13.44603621,9.320271843,9.387647279,10.29651132,6.444652709,5.921617958,16.25574098,9.717671204,10.77541237,14.12141401,14.52324831,3.980996505,9.165071995,6.410504487,6.245968715,6.761509815,4.384352199,3.550362151,8.560129927,6.03802745,4.581389046,6.558181655,4.699225537,7.482127415,5.872290246,8.421262889,2.93369079,3.781687697,4.23625356,3.670656384,4.384352199,9.625783166,6.103615792,11.19453194,6.814702754,8.907914155,4.312202413,4.581389046,7.622989951,5.9693147,8.650681685,6.890986339,8.455160367,6.677851886,3.274727708,9.096921139,7.181618304,5.004080118,5.135324651,8.035228817,5.401839626,6.427679631,9.667948792,3.980996505,6.890986339,6.410504487,4.312202413,11.59118789,6.663424815,5.768267181,5.502533626,6.393122409,6.663424815,6.619257232,4.23625356,4.957537532,6.03802745,6.103615792,4.23625356,5.092889385,4.581389046,11.88614085,11.93500515,9.920860041,14.33090192,6.677851886,13.48488634,5.436191131,4.518653291,9.509608151,15.49556741
A07R,Basal,12.56130105,13.54062633,12.54586503,14.29605089,11.34194651,10.89062003,11.6663077,6.811633265,12.54023125,11.49935378,10.57954296,10.26670464,11.83519784,5.585244456,15.1587262,4.390597025,8.158487193,9.71812472,7.063650856,13.36526654,14.90210811,10.03509427,8.675176961,11.89786311,8.310254917,5.498656771,4.513453773,4.964833119,6.282448221,10.76254303,10.14963446,5.43790274,6.476172757,7.378524193,3.146671442,8.254095025,13.40399725,11.66713505,13.06498549,3.852940239,11.65091547,7.502370274,11.40728152,16.15032804,8.604376316,7.890265775,5.612989447,10.47853126,7.728466664,9.338574813,8.095960622,10.6406322,10.84162493,5.693159795,12.94185668,10.15081797,9.419362609,8.842723843,6.078653019,4.829481266,14.33724342,13.65712332,6.904368478,9.617276805,12.66641114,8.822071414,9.564967932,7.524452772,6.299623365,6.445638389,4.921111742,9.7559474,7.616420352,9.586119612,11.95317867,12.57017442,12.72757461,10.88351839,10.69600015,10.79772313,14.72596257,13.78658331,12.25340655,11.33467458,18.09115475,12.18688905,7.5887419,3.943138048,15.6941368,8.810135917,7.362268302,7.838323143,5.909971184,11.7428612,10.2178515,6.835381868,11.68440073,13.05079105,11.7215139,10.91868209,9.659463876,10.81350277,13.29661907,12.80234338,10.20537529,10.28729943,9.563191213,6.762930074,3.422305885,16.36096659,8.955381644,11.76968654,11.76698775,13.99582959,4.876023852,9.505149142,7.820584866,4.325008684,5.127562619,4.325008684,2.06866893,8.364310334,6.316596444,6.606103061,7.884585866,6.71252512,8.12033105,5.43790274,8.851485176,3.653631431,6.078653019,6.506074243,6.54979562,5.341687425,9.920417972,8.125156122,12.32461545,7.790527632,7.394598956,2.805634525,3.542600119,10.03124366,8.789008206,11.14518765,9.828741992,6.058615266,4.028026946,5.468599537,8.694783538,8.095960622,1.706098851,3.943138048,8.813129061,6.98089297,7.683378774,10.36277908,3.653631431,6.646936779,7.337535781,4.390597025,5.088568488,3.542600119,6.564079846,5.498656771,6.137148668,5.612989447,7.354071149,6.137148668,5.048491048,7.378524193,7.867410722,5.308134865,5.954026364,4.390597025,10.57602312,10.61513472,10.37902925,14.61783858,5.127562619,13.52519447,5.127562619,8.318704107,8.227418856,15.69340094
