,Label,14-3-3_epsilon,4E-BP1,4E-BP1_pS65,4E-BP1_pT37,4E-BP1_pT70,53BP1,A-Raf_pS299,ACC1,ACC_pS79,AMPK_alpha,AMPK_pT172,ANLN,AR,ARID1A,ASNS,ATM,Akt,Akt_pS473,Akt_pT308,Annexin_I,B-Raf,Bak,Bax,Bcl-2,Bcl-xL,Beclin,Bid,Bim,C-Raf,C-Raf_pS338,CD31,CD49b,CDK1,Caspase-7_cleavedD198,Caveolin-1,Chk1,Chk1_pS345,Chk2,Chk2_pT68,Claudin-7,Collagen_VI,Cyclin_B1,Cyclin_D1,Cyclin_E1,DJ-1,Dvl3,E-Cadherin,EGFR,EGFR_pY1068,EGFR_pY1173,ER-alpha,ER-alpha_pS118,ERK2,FOXO3a,Fibronectin,GAB2,GATA3,GSK3-alpha-beta,GSK3-alpha-beta_pS21_S9,HER2,HER2_pY1248,HER3,HER3_pY1289,HSP70,IGFBP2,INPP4B,IRS1,JNK2,JNK_pT183_pT185,K-Ras,Ku80,LBK1,Lck,MAPK_pT202_Y204,MEK1,MEK1_pS217_S221,MIG-6,Mre11,N-Cadherin,NF-kB-p65_pS536,NF2,Notch1,P-Cadherin,PAI-1,PCNA,PDCD4,PDK1_pS241,PI3K-p110-alpha,PKC-alpha,PKC-alpha_pS657,PKC-delta_pS664,PR,PRAS40_pT246,PRDX1,PTEN,Paxillin,Pea-15,RBM3,Rad50,Rb_pS807_S811,S6,S6_pS235_S236,S6_pS240_S244,SCD1,STAT3_pY705,STAT5-alpha,Shc_pY317,Smad1,Smad3,Smad4,Src,Src_pY416,Src_pY527,Stathmin,Syk,Transglutaminase,Tuberin,VEGFR2,XBP1,XRCC1,YAP_pS127,YB-1,YB-1_pS102,alpha-Catenin,beta-Catenin,c-Kit,c-Met_pY1235,c-Myc,eEF2,eEF2K,eIF4E,mTOR,mTOR_pS2448,p27,p27_pT157,p27_pT198,p38_MAPK,p38_pT180_Y182,p53,p70S6K,p70S6K_pT389,p90RSK_pT359_S363
A124,Basal,-0.102577549,-0.009255264,0.069775294,0.792192212,0.585962917,-0.681091817,0.070807204,0.484237104,0.045396912,-0.302911105,-1.30837985,0.066459312,-1.131540134,0.290182325,1.368806739,-1.117409111,-0.512039769,0.325859774,1.118366822,-0.551645077,0.225776765,0.198600954,-0.085610679,-1.532143777,0.026116279,-0.200817602,0.119216828,0.133799749,-0.269390453,0.066954803,0.035390357,0.303022879,0.135150016,0.401026617,-1.495296717,0.332996756,0.065998512,0.232635233,0.229923103,-0.08665925,-1.19013021,1.061798788,-0.412746469,0.651572505,-0.597406013,0.046577822,-0.799499469,0.330319118,-0.349357961,-0.038168907,-3.737720607,-0.306703286,-0.385104188,0.869261157,0.104924658,0.873227714,-1.710191427,-0.264782372,-0.627570088,0.0578448,0.001719827,-0.47598667,0.034704812,0.46289958,0.671822227,-0.511543462,-0.041082303,-0.268616062,-0.527181405,0.245579742,-0.026524987,-0.172228566,0.23135065,-2.546885179,0.487981081,-0.414444334,0.586748228,0.066767962,0.170304986,-1.069622388,-0.276549559,0.600152409,0.445735542,0.820358093,-0.028547918,0.775569997,-0.230617971,0.253185821,-0.287156624,-0.610666258,-0.11735299,-0.976582771,0.17828524,0.027057711,-1.352534642,-0.264461646,-0.270750915,-0.153513401,-0.377607905,0.356913609,0.326382759,-0.076943544,0.013371675,-0.034671146,0.218664192,-0.472855292,-0.158325242,-0.194852119,-0.10994443,0.239370437,0.191015156,-0.137058522,-1.079260272,0.378957171,0.434695134,-0.001719827,-0.495530134,-0.566467496,-0.248512279,0.170478722,-0.501847638,0.190997432,0.438391055,-0.192055579,-0.524627185,0.634538953,0.146324859,-0.078392621,0.182488277,0.499384656,-0.007119695,-0.475452368,-0.93839102,0.192830041,0.039828458,0.284810698,-0.038057389,-0.19668448,0.082622599,0.053454281,-0.054212711,0.320733867
A1B6,Basal,0.154230522,-0.396606148,-0.100136474,-0.707867237,0.191928349,-0.349148236,-0.221119496,-0.251141284,-0.032058118,-0.032701771,-0.80956483,0.048700598,-0.898121093,-0.170515113,0.90112714,0.796295715,-0.681405218,-0.320144672,-0.090258991,0.683797042,-0.44647568,0.330857918,0.37565876,0.789947407,0.079451604,0.259056114,0.313929633,0.028332162,-0.028568057,0.005893528,0.498812305,-0.047573687,-0.000320616,2.531712694,-0.343846324,0.125175133,0.285857712,0.459302545,0.29604365,-1.087957349,0.827823411,0.500822662,0.38809339,0.680023085,-0.190334514,-1.035750238,-0.493984044,0.115217273,-0.044372738,0.330291343,-3.035735381,-0.273815218,0.698063128,0.231556551,-1.240593799,-0.103855111,-1.571187785,-0.205640394,-1.547988281,-0.629197245,-0.218547998,-0.216316821,0.082280158,1.570183718,-0.766153686,-0.772575478,0.010852336,-0.459567666,-0.241868758,0.367425289,0.432715737,0.139029831,1.593130767,-1.847093269,-0.147316899,-0.092533807,0.126462253,0.379667991,0.27289923,-1.409075304,0.096314115,0.258302561,0.324939461,-0.010760587,0.143809428,-0.648187319,0.056474479,-0.209980343,0.116142712,0.389321941,0.229371678,-0.385111095,-0.219470427,0.079603709,-0.94998562,-0.466875033,0.000320616,-0.482733952,0.121494868,-0.805708724,0.137496246,0.091133918,-0.04290012,-0.226237949,-0.401770249,0.434933814,0.113375498,-0.430022132,-0.144275137,0.199516367,0.250193878,-0.20766909,-0.924108372,0.381075765,0.490094497,0.09752906,-0.157836344,-1.283136177,0.022958758,0.006037622,-0.252302201,-0.768455685,-0.729712286,-0.139593353,-0.584965841,0.619885651,0.364680642,0.155216772,0.207285749,-0.920933636,0.016811359,-0.396301498,-0.568808564,0.187099421,0.113280632,0.13717818,0.047003824,-1.254856531,0.149529759,-0.393202674,0.058385949,-0.581402017
A1AZ,Basal,-0.050391635,1.125500907,0.047021293,0.264717355,0.147916582,0.240349395,-0.080411119,0.072222329,0.334370247,-0.231034485,-0.545783503,-0.276238367,-0.626989167,0.582929624,0.274475989,-0.029100547,-1.017403746,0.574409144,0.51806787,-0.311490524,0.507415836,-0.186940481,-0.457466311,-0.550605839,-0.153087643,-0.207339504,0.055201457,0.303797276,0.389810449,-0.086101748,-0.01178755,-0.36893345,0.648040418,0.241929507,-1.543016401,0.27863457,-0.002479374,0.681703584,0.168699372,-1.414662965,-0.175155483,2.086031193,-0.725517972,1.821113051,0.021517686,0.123359901,0.328329323,0.01244757,0.002479374,-0.134154843,-3.47605239,-0.458735992,-0.230190622,0.143247649,0.444323685,0.639012322,-1.293838959,0.199904084,0.849534235,0.248134357,-0.047340467,-0.625610881,0.676631017,-0.93763206,-0.974430028,-0.724055399,-0.215909094,-0.321124792,0.11706143,0.083836927,-0.06772995,-0.318302596,-0.421099206,-0.461733208,-0.722056853,-0.326298995,0.557932623,0.04254971,-0.079411202,0.352658729,-0.292048637,0.382991566,1.019542075,-0.737093618,0.011289926,1.915860659,-0.337003557,-0.246637662,-0.158804664,-0.180055557,-0.200800865,-0.747926164,0.2064593,-0.338032777,0.54925846,0.040130216,-0.407074186,-1.05493296,0.347863286,0.849579225,0.084470086,0.669581191,-0.460258055,-0.011445396,-0.038551104,0.476247696,0.184049668,0.645980297,-0.365804465,0.127578537,0.003237269,-0.362983543,-0.58621683,0.086098304,-0.256721154,-0.346801985,0.182886742,-1.316363815,-0.400959622,-0.10806603,0.353657244,-0.033834912,1.284869223,-0.075469342,0.727520841,0.354740372,0.022267147,0.38119955,-0.1083348,-0.35870048,0.06516276,0.299924199,0.105815997,-0.076543899,0.051072143,0.17421965,-0.535393755,0.32282952,1.793020979,-0.022082766,-0.023431358,0.569318078
A0YM,Basal,0.06663868,1.549595939,0.353493846,1.353517268,0.582091143,-0.175526484,-0.444482716,-0.192003108,0.15785199,-0.404639206,0.040186422,0.041738909,-1.612328579,0.279943265,0.68082495,0.115002275,-0.247862834,-0.254074096,-0.335458584,0.789148127,-0.499757461,0.252627956,0.087618104,-0.949978402,-0.114118536,-0.25147682,0.01176291,0.367741034,0.296150427,-0.249691208,-0.841111049,-0.364787144,0.395556819,0.049350065,-0.64065635,0.060313782,-0.409723136,0.384101913,-0.80313005,0.257669973,0.263271565,1.928269998,-0.794610927,2.248212996,-0.346052474,0.58693752,-0.049929579,0.456400311,-0.422881554,-0.161651463,-3.549168188,-0.446813144,0.312627557,-0.175990391,-0.119080259,0.013173284,-1.930452459,0.358012592,-0.188424041,-0.241210903,-0.017958313,-0.085634239,-0.166406729,-0.730352277,0.89096987,-0.802202706,-0.070737095,-0.366212256,-0.590598072,-0.091530962,0.205705089,-0.044143941,0.613387139,-0.138461852,0.030002287,-0.050628519,0.285585561,-0.383872578,0.164385502,0.142542529,-0.111453007,0.607030848,0.188755751,-0.779580615,0.465272888,-1.190079987,-0.487049096,0.109053433,0.241854511,0.273358341,-0.04267991,-1.147191789,-0.019946881,-0.106311817,-0.2470643,0.021080229,-0.186308772,-1.244093736,-0.046864361,0.608339987,0.50244073,0.867123658,0.678071723,-5.732400086,-0.01176291,1.196218842,-0.130500197,0.144125259,-0.036330169,0.023569236,0.297673436,-0.294579133,0.228513157,-0.182062771,0.786196564,-0.172013699,0.01352571,-0.020522026,-0.215316762,0.274113016,-0.652072736,0.116363642,0.461070857,-0.427162613,0.507534107,0.863233991,-0.443895565,0.022482575,0.184832341,0.543629944,0.30116143,-0.121892635,-0.552385261,-0.165269276,0.071874695,-0.125288986,0.275705125,0.353276361,0.077261279,0.156766964,0.446765694,0.280570997
A04P,Basal,0.07178029,-0.142614406,0.246397678,0.677173562,0.132051781,0.016014697,0.277598235,-0.157252058,0.071709186,-0.084692379,0.782641101,0.083803912,-1.39383174,-0.149758234,0.451207011,0.202869905,1.116934536,1.271166911,0.764475783,0.467366491,-0.021808106,-0.001999209,-0.124324258,-0.840661361,-0.281579426,0.063942693,-0.257720516,-0.448678754,-0.167508803,-0.253288576,0.033802361,0.414161825,-0.258805326,0.037729422,-1.162161859,-0.08850741,-0.162324128,0.690330599,0.14611794,1.582192026,-1.103942111,0.242423459,-1.069885578,1.20271319,-0.477276972,0.156813912,0.203686263,0.860715543,0.506674892,-0.335614378,-1.33757909,-0.202932175,0.218992711,-0.102458384,0.179032938,-0.109176698,-1.159371034,0.98718557,0.358471103,-0.218922284,-0.23696125,0.088016773,-0.022627713,-1.458638314,-0.750479815,-0.69261319,-0.312239503,0.077626222,-0.370772365,-0.153077393,0.473745672,0.089359051,0.293103063,-1.443842147,0.10010777,-0.081127913,-0.204004699,-0.230384325,-0.200348069,0.499453706,0.797774119,0.221088952,0.22068249,0.459693518,-0.051782416,1.061554363,-0.471471,3.177953229,-0.032245594,-0.119334182,-0.126394221,0.075859519,0.363975268,0.155584271,1.185785479,-0.284204698,-0.412082652,0.611294034,-0.399180561,-0.655723574,0.801765173,0.402819276,0.445564381,0.089789079,0.109388279,0.163868105,0.197103765,0.418653594,-0.347865685,-0.145262462,-0.506547818,-0.198941779,-0.35123248,-0.241890299,1.995756917,0.675165189,0.225725133,-0.699094982,0.020892863,-0.08776368,0.512435081,-0.034836871,0.144797965,-0.218398914,0.517259456,1.296926827,-0.015108145,0.480960398,-0.137357361,-0.727054254,-0.025037902,0.702585854,0.360738853,-0.255380458,-0.060660445,0.184502997,-0.28800718,-0.619460607,-0.167377539,-0.026802579,-0.06683721,0.001999209
A04T,Basal,-0.126095469,0.795198203,-0.071597544,0.011569788,0.074239568,0.207132365,0.056864819,-0.672679603,-0.210572094,-0.318032635,0.255365996,0.342298834,-1.398596836,-0.04435367,1.450494777,0.530678469,0.06279985,0.414982308,0.13229209,0.400402674,0.298102445,0.011660953,-0.095281513,-0.663393116,-0.2489895,0.057426685,-0.354313707,-0.209592759,0.670755548,-0.062915731,-0.097170565,-0.166286936,0.070859536,0.897851017,-0.058767167,-0.067375357,0.102682768,0.676402229,0.052385852,-0.425969978,0.052751346,1.46856948,-0.74235765,1.096196083,-0.129162911,0.083046291,0.404961961,0.049806121,0.129540018,-0.286627945,-3.282649619,-0.453850778,0.868595828,-0.109555166,-0.124007149,0.579936638,-1.790641006,0.519437398,0.523427446,-0.328978429,-0.185565283,-0.027810276,-0.068632355,-0.301198844,-0.701960533,-0.671701103,-0.400395022,0.177268504,-0.203707177,-0.214676683,0.645828753,0.040389958,0.501584275,-0.389909366,-0.017984781,0.384379931,-0.194801483,-0.308584991,-0.304694019,0.709784776,-0.071095186,0.285652546,0.013352763,-0.183888508,0.006182747,0.447453586,-0.210040095,-0.000468711,0.25937209,0.448100797,-0.090107999,-0.716359512,-0.022290443,0.145236237,-0.24402317,-0.12398435,-0.10505335,0.026977929,-0.170904522,-0.522322332,0.318008305,-0.06905427,-0.145266686,0.14390647,-0.305769254,0.708192307,-0.04063607,-0.384849599,-0.313601488,-0.031594791,0.089663383,-0.096277072,0.339623546,0.009269452,1.931720306,0.420854479,0.121937883,-0.161280174,0.057993971,-0.231574131,-0.139003165,-0.092804981,0.104350261,-0.252279916,0.963244027,1.262473502,-0.093492114,0.009536057,-0.030618556,-0.236841249,0.448407724,0.089108634,0.004640126,0.033471662,0.004920755,0.063018278,-0.04225787,0.269365944,0.98733046,0.045387826,-0.028236119,0.000468711
A0AT,Basal,-0.035105115,0.088179749,0.277552733,0.776569776,0.01333522,-0.456848083,0.07382528,-0.108448353,-0.206885476,-0.370563509,-0.288218952,-0.012995621,-1.421101981,0.040863691,-0.000505507,0.028102866,-0.331748333,1.298447062,0.98240268,1.101943578,0.190504145,-0.05146629,0.020466111,-1.024367591,-0.059397899,-0.27383993,0.065206994,-0.578847109,-0.088588904,0.140322332,-0.164927232,-0.143387985,0.399914571,0.779797257,-1.408731463,0.189101201,0.10212062,0.346303276,0.227572785,0.065613091,-0.750459643,1.490499008,-0.287714571,1.39997572,-0.315253017,-0.096721597,-0.189945235,-0.062474992,-0.336071403,-0.097317139,-3.911420121,-0.383315226,0.400122992,-0.153754056,-0.521569391,0.052651529,-1.830746357,0.108573469,0.265612706,-0.734262176,-0.47871794,-0.34455041,-0.207449061,0.883642122,0.939725691,-0.79171894,-0.352578107,-0.297760791,-0.304660229,0.031634394,0.429503376,-0.07903489,0.418457847,1.085420413,0.137084982,0.185956157,0.285150165,0.036317223,-0.170870991,0.402365264,0.371905592,0.311458797,0.369215983,1.287075982,0.17801399,1.016207712,-0.376711972,-0.051274634,-0.135485718,-0.04799857,-0.27525601,-1.30281507,0.309100057,0.39334055,-0.284002446,-0.040492946,0.054666926,0.607312948,0.024976325,1.255156288,-0.018934646,0.907318495,0.530474284,0.248580536,-0.214414307,-0.107868492,-0.384831928,-0.465580461,-0.138342539,0.043240644,0.303886749,0.161334556,0.977645271,0.169635205,1.210947356,0.494059033,-0.452025149,0.27743478,-0.357122029,-0.060653925,0.207537202,-0.037808288,0.419086164,-0.187723728,0.41538496,1.154108313,0.035317081,0.120359274,-0.06275273,-0.686245109,0.230782816,-0.398327579,0.043753583,-0.366340348,-0.003035101,0.000505507,-0.092315574,-0.002775246,-0.204379019,-0.257109756,-0.271574869,0.258500633
A0AL,Basal,0.020313877,-0.044290978,0.437823826,0.272867306,0.328832942,-0.315738832,-0.318042369,-0.012017419,0.084175699,0.032135058,-1.681309625,0.16760789,-1.178265261,0.002502104,0.200561516,-0.489031324,-0.395730045,1.811545287,2.074569322,0.90841172,0.427469639,-0.042555392,-0.055980344,-1.426734678,0.163038412,-0.148347269,0.181239746,0.302221477,-0.074461278,0.006859787,0.089053338,0.246942965,-0.062962405,0.620866237,-1.814915618,-0.071997094,0.030392406,0.365166302,0.150566491,1.500608377,-0.169132439,0.391235035,-0.269324524,0.071187707,-0.272583206,0.084405508,1.207260837,0.822283044,0.326139677,0.05606458,-3.716507095,-0.447752311,0.901002936,-0.051552376,-0.874574668,-0.261870702,-1.485491936,0.640460777,0.57667964,-0.088342909,-0.248535294,-0.297581783,-0.204104662,0.84445317,-0.94608366,-0.17806315,-0.045549951,-0.685931663,-0.591019805,0.068690279,1.200265217,-0.028938357,0.860913477,-1.63995578,0.170180521,-0.360032988,0.043587551,0.052566728,-0.102318303,-0.319050259,0.714857318,0.453937789,0.598935615,-0.422910748,0.032257348,-0.102211513,-0.390277548,-0.108416672,-0.143433218,-0.387204257,-0.150744588,-0.988704514,0.035715789,-0.186105172,-0.883362311,0.139794792,0.112655094,-0.149673956,-0.260616357,-0.657823728,0.018230872,0.417253855,0.519025322,0.026216714,0.293206189,-0.501826336,-0.237675804,-0.41168462,-0.215207712,-0.002502104,0.467442564,0.349327895,-0.639488045,0.044311016,-0.325428815,0.475450706,-0.634276162,0.383465967,-0.115216031,-0.122724819,1.343722119,0.443871636,0.416942349,0.158991233,1.380639869,0.660345017,0.163827435,-0.094220105,0.241935515,0.024909129,0.428405666,-0.356734139,-0.802935315,-0.293701337,0.085724366,0.805461748,-0.7061033,-1.338203589,0.453890656,-0.418011022,-0.095417114,-0.25341341
A0CE,Basal,0.006496486,-0.06972101,0.397735202,0.404963888,0.108434077,0.650410261,0.645008667,0.159326402,0.359152694,-0.041778253,-1.053369238,-0.022163545,-1.463089485,-0.216555774,1.139716145,0.273480774,-0.209430714,0.685625185,0.509813604,-0.310507732,0.67134622,-0.108581111,-0.362810236,-0.948026226,-0.260828153,-0.115603066,-0.291279286,-0.234282634,-0.226678084,-0.147927325,-0.128898159,0.93156583,0.29358639,-0.291128376,0.460105767,0.049073596,-0.125394164,0.398518667,0.297010776,0.944295365,-0.019877289,1.714617308,-0.79348861,1.308743216,-0.345344373,0.032901958,0.01768374,0.724357739,0.372029406,-0.156760822,-2.547521634,-0.66180401,-0.427049156,-0.327362661,1.157241629,-0.263329523,-1.380721405,0.059198124,0.946044542,0.269418232,0.113393707,0.079416735,-0.0734295,-0.304835288,-0.845787255,-0.010858553,-0.485928658,-0.572890523,0.200726896,-0.221665567,-0.319019672,-0.513983403,-0.242182003,1.2803092,0.463356008,0.460830208,0.27763793,-0.295849512,-0.269854766,0.584506647,-0.090543673,0.076963305,0.319039655,0.142546225,0.356195461,1.028918968,-0.487061301,-0.085511228,0.00532181,-0.108971314,-0.118380196,-0.421324525,0.337981837,0.021583626,-0.103501372,0.267788651,-0.428228914,-0.087486005,0.030968426,1.219935553,-0.155012493,0.897473224,0.411782051,-0.294008887,0.250971264,0.930902389,0.204839826,0.129199352,-0.172026169,-0.089054069,-0.72317185,0.35292677,1.26266868,-0.1261714,0.365387984,0.169794243,-0.220815551,0.529579642,0.006875824,-0.120802026,0.029029266,0.008159438,0.992260305,-0.130984836,0.647595336,3.09366606,-0.067999674,-0.033270126,-0.019834018,-0.034803844,-0.006073312,0.517210029,0.545231961,-0.066843056,-0.051895442,-0.050886901,-0.389038794,0.229353428,0.347728444,-0.305856203,-0.00532181,0.846676213
A07R,Basal,0.010229347,-4.00E-05,0.192334484,0.88165159,0.101829453,-0.08598333,0.549238533,-0.738144072,-0.371877063,-0.440375901,-1.344711906,-0.070823349,-1.295738771,-0.280001446,1.356913354,-0.018241136,-0.232527459,-0.014352764,0.313181196,-0.378571234,-0.386126366,0.0873016,0.104837807,-1.513315908,-0.162959075,-0.255689662,0.323295518,-0.788295175,0.034260598,0.044904545,-0.328839812,-0.035769098,0.380114011,-0.134847364,-0.975553822,0.172026753,0.068793423,0.344956152,0.203736029,0.091065333,-0.800977742,1.037353771,-0.564323799,1.55909625,-0.440040183,0.107967092,-0.252776076,0.297979454,0.429982947,-0.020521951,-3.612465002,-0.54985814,-0.222652268,-0.10366275,-0.508929258,-0.136724848,-1.376940915,-0.058835397,1.08266571,-0.069667956,0.140622277,0.651536402,-0.103230423,0.581438264,0.639284312,-0.575684538,-0.205457266,0.106340823,0.339384065,-0.071148791,0.498677653,-0.272637522,0.27109369,0.662332319,-0.074906206,0.110087033,0.156115757,-0.059627789,0.047476297,0.297117541,-0.339491238,0.08084649,-0.256455845,2.329850026,0.431631524,-0.717157067,-0.59147635,0.020779834,-0.088290314,-0.45668051,0.083091787,-1.025007404,0.340387688,-0.061919632,-0.480630507,0.251082002,-0.463366005,0.219741822,-0.060816554,-0.346296882,-0.036289046,0.404932626,0.631034704,-1.615603023,0.136704975,0.615150282,0.327828664,-0.58737644,-0.341500654,-0.223768719,0.155768817,0.607350603,0.74423032,0.109694777,0.863065661,-0.066791534,0.125192433,0.149439161,-0.11460743,0.31478705,0.074481507,-0.35785222,0.190078491,-0.184415854,0.288120701,0.631780717,3.99742685358029e-05,0.458183224,0.040249807,-0.125213517,-0.368203692,0.453923778,0.091354205,-0.462853801,-0.086506507,-0.085800223,-0.289952736,-0.020382667,1.195927329,0.260792828,0.143393763,0.128084861
A0FL,Basal,-0.02361313,0.918450322,0.419307164,0.473480713,0.652575469,-0.505782791,0.386905083,-0.211176414,-0.026206709,0.257844885,-0.678308215,0.161250735,-0.989679674,-0.364514135,0.928391803,0.042757588,0.435042504,0.657912473,1.902353427,-0.018287874,0.343958499,0.437587097,-0.167014218,-1.593316626,-0.085850806,-0.030483822,-0.020630228,-0.435964786,0.021965809,-0.058050836,-0.151408269,0.521362514,-0.094085381,-0.561786635,-0.955175475,0.00482228,0.009241814,0.43571275,0.334313306,0.800832523,-0.661202132,-0.07065511,-0.105909814,0.260935975,1.537863239,0.023097569,0.787166726,0.754796201,0.390620773,0.09343874,-3.38429451,-0.050942173,0.321745903,0.054456805,-0.015895574,0.590437091,-0.594740475,1.449063335,1.279455851,0.029757663,-0.023864843,0.098239687,0.11858703,0.400996614,-1.031258396,-0.674432713,0.060550269,-0.40239996,-0.479929592,-0.036566634,0.955564688,-0.101705486,-0.201772197,-2.472844869,-0.426225403,-0.036168807,0.458395166,-0.037409765,-0.081161408,0.174792432,0.625651775,0.866136584,-0.068438512,0.645753118,0.036526862,-0.137114914,0.093988878,0.088514108,-0.057413336,-0.597921089,-0.15595453,0.037749407,0.205327287,0.021654094,-0.169809241,-0.267291207,-0.424539368,0.198679968,-0.232152673,0.05406901,0.100652172,-0.582963084,-0.487120366,0.021603484,-0.634335745,-0.290760344,0.012178222,-0.340873592,-0.236405146,-0.010110724,0.22049755,0.238433086,0.143201693,-0.00482228,-0.138877791,0.092988379,-0.184005049,-0.273596737,-0.087878706,-0.151782686,1.002088604,0.166729969,-0.029816817,0.099615247,1.291504059,1.698813109,0.12493007,0.138937229,-0.069561619,-0.027756916,0.421196045,1.220535452,-0.399887879,-0.394723252,-0.04123845,0.052365344,-0.293860809,-0.299716416,0.136047522,-0.665691886,-0.06469984,0.159432186
A150,Basal,-0.17057438,0.106513403,0.050852369,0.859101721,-0.021715237,-0.089175071,0.424462588,-0.861656836,-0.451891966,0.025877049,0.044461349,-0.096686277,-1.193285857,-0.109109617,0.384002893,-0.652321765,-0.104746769,0.144670332,-0.031442002,1.812279439,-0.153910579,0.0878508,0.02626814,-1.482629317,-0.13417115,0.005895784,-0.107965865,-0.565748929,-0.136221216,-0.030962953,-0.104778541,0.297795753,0.147613015,-0.544127037,-1.018436774,0.057080839,-0.09766639,-0.104830208,0.193331373,-1.478207379,-0.247872202,0.574825215,-0.158233269,-0.392190703,0.196369192,0.395989801,0.297829416,4.286547421,4.259317145,1.178804695,-3.271671553,-0.516721912,0.58545391,-0.092291549,-1.658459661,0.561150999,-1.131283037,-0.188328184,0.77189818,-0.293941364,1.3077849,0.065225062,0.286576654,-0.267895567,-0.473674829,-0.206532153,-0.075716761,-0.322756871,-0.071841494,-0.020154122,-0.122953037,-0.064858322,0.025785847,1.013418346,0.373001319,0.242540645,0.325159157,-0.160631055,-0.220217971,0.581238139,-0.108292855,0.113337792,0.829040863,0.65519947,-0.273382817,0.329360118,-0.303350316,0.182621186,0.625560647,0.187622315,-0.079218117,-0.927690544,0.270788769,0.157674082,0.162230721,0.334682329,-0.230963265,-0.130779954,-0.311005801,0.30667104,0.139250621,1.223710305,0.426011524,-0.367598823,0.612391452,0.962328539,0.573717223,-0.325017037,-0.287240548,0.002361235,0.134135183,0.981906835,0.677608585,-0.026640763,-0.117652405,-0.086276548,0.109270182,0.362984599,0.068637078,-0.195331655,0.67852858,-0.257346108,0.625776724,0.170310121,1.113456601,0.073023407,-0.002361235,0.192755203,-0.061101207,-0.043075134,0.034611098,0.209994703,0.209386934,-0.423023598,-0.057949244,-0.130013009,-0.168970119,0.731298961,-0.161526901,-0.430703279,-0.074042334,0.376784782
A0E0,Basal,0.128263539,-0.109744236,0.14121771,0.011937607,0.160240847,-0.059004889,0.057930487,0.286638888,0.628032838,-0.107168813,-0.365730903,0.07633578,-0.873306722,0.250452967,0.195492893,0.0291078,0.302409504,0.471592873,0.420850702,-0.776399107,0.551201667,-0.068046725,-0.17921188,-0.136015576,-0.08669314,-0.117530502,-0.089256173,-0.269741778,0.244751442,-0.068745231,-0.063367764,-0.223908931,0.142149428,-0.450194985,-0.503959673,-0.136741156,-0.127999241,0.521083446,0.060536024,-0.718867141,0.353401348,1.452322364,-0.806404886,1.399440293,0.092632635,0.133412334,0.147658765,0.442601022,-0.095162991,-0.122660203,-2.835162024,-0.486567121,0.048139559,0.056496072,1.367992118,-0.081493896,-0.454143794,0.516934042,0.604615015,-0.062958898,-0.206448814,0.261818593,0.131134918,-0.403768667,-0.96497926,-0.561461406,-0.50421107,-0.366789214,-0.570282749,-0.205742701,0.364153516,-0.156938884,-0.272434955,-1.419513012,0.123377216,-0.333009454,0.05310797,-0.161726583,-0.272279218,0.422041148,0.067830227,0.318073042,0.734959201,0.36074527,0.058988282,1.361333526,-0.254996557,-0.115754066,0.435067073,-0.228609274,0.068379895,-0.945326887,0.257743398,0.504358698,0.350974943,-0.230817373,0.015445419,-0.134216342,0.118864342,0.135974232,0.235543888,-0.757236962,-0.372099291,1.050361395,-0.519239861,0.025260696,0.195748837,-0.216717576,-0.170456158,-0.047934428,-0.104866774,-0.159198123,-0.582347292,-0.028158845,0.853002943,0.40882821,0.033576406,-0.390482491,0.16466763,0.297985148,1.078290666,0.086659533,-0.175853795,-0.009555308,0.087449538,-0.494047016,0.009555308,0.078767363,0.078988204,-0.525049431,-0.027233207,0.117025919,-0.132039918,0.070679551,0.012793016,0.200131404,-0.199158826,-0.048587154,0.902851032,-0.212222774,-0.306738579,-0.069429634
